0.173894	-0.148694	0.497643
0.173894	-0.148694	0.497643
0.17386	-0.149424	0.497286
0.173069	-0.150154	0.497001
0.172296	-0.150519	0.496893
0.172296	-0.150519	0.496893
0.171506	-0.151248	0.496606
0.171506	-0.151248	0.496606
0.170749	-0.151248	0.496676
0.170749	-0.151248	0.496676
0.169208	-0.151223	0.496518
0.16918	-0.151199	0.496219
0.16918	-0.151199	0.496219
0.169164	-0.151563	0.496039
0.169147	-0.151928	0.49586
0.169147	-0.151928	0.49586
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.169131	-0.152292	0.49568
0.16912	-0.151903	0.49556
0.16912	-0.151903	0.49556
0.169087	-0.150736	0.495201
0.169087	-0.150736	0.495201
0.169087	-0.150736	0.495201
0.169087	-0.150736	0.495201
0.168331	-0.150736	0.49527
0.168331	-0.150736	0.49527
0.168331	-0.150736	0.49527
0.168331	-0.150736	0.49527
0.168314	-0.1511	0.49509
0.168314	-0.1511	0.49509
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168298	-0.151465	0.49491
0.168281	-0.151828	0.49473
0.168281	-0.151828	0.49473
0.168281	-0.151828	0.49473
0.168281	-0.151828	0.49473
0.168281	-0.151828	0.49473
0.168265	-0.152192	0.49455
0.168265	-0.152192	0.49455
0.168265	-0.152192	0.49455
0.168265	-0.152192	0.49455
0.168265	-0.152192	0.49455
0.168265	-0.152192	0.49455
0.168265	-0.152192	0.49455
0.168265	-0.152192	0.49455
0.168248	-0.152556	0.494369
0.168248	-0.152556	0.494369
0.168248	-0.152556	0.494369
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168232	-0.15292	0.494188
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168987	-0.15292	0.494119
0.168971	-0.153284	0.493938
0.168971	-0.153284	0.493938
0.168971	-0.153284	0.493938
